Time, Disp
0.807,38.8072
0.808,38.85
0.809,38.8851
0.81,38.9124
0.811,38.9319
0.812,38.9438
0.813,38.9481
0.814,38.9447
0.815,38.9339
0.816,38.9155
0.817,38.8898
0.818,38.8568
0.819,38.8165
0.82,38.7691
0.821,38.7146
0.822,38.6531
0.823,38.5847
0.824,38.5095
0.825,38.4276
0.826,38.3392
0.827,38.2442
0.828,38.1429
0.829,38.0353
0.83,37.9217
0.831,37.802
0.832,37.6764
0.833,37.545
0.834,37.4081
0.835,37.2656
0.836,37.1178
0.837,36.9648
0.838,36.8068
0.839,36.6438
0.84,36.476
0.841,36.3036
0.842,36.1268
0.843,35.9456
0.844,35.7602
0.845,35.5708
0.846,35.3776
0.847,35.1806
0.848,34.9801
0.849,34.7762
0.85,34.5691
0.851,34.3589
0.852,34.1458
0.853,33.9299
0.854,33.7115
0.855,33.4906
0.856,33.2675
0.857,33.0422
0.858,32.815
0.859,32.586
0.86,32.3553
0.861,32.1232
0.862,31.8897
0.863,31.6551
0.864,31.4194
0.865,31.1828
0.866,30.9455
0.867,30.7076
0.868,30.4693
0.869,30.2307
0.87,29.9919
0.871,29.7531
0.872,29.5144
0.873,29.2759
0.874,29.0378
0.875,28.8002
0.876,28.5633
0.877,28.327
0.878,28.0916
0.879,27.8572
0.88,27.6239
0.881,27.3917
0.882,27.1608
0.883,26.9313
0.884,26.7032
0.885,26.4768
0.886,26.2519
0.887,26.0288
0.888,25.8075
0.889,25.5881
0.89,25.3707
0.891,25.1553
0.892,24.9419
0.893,24.7307
0.894,24.5216
0.895,24.3148
0.896,24.1103
0.897,23.9081
0.898,23.7082
0.899,23.5107
0.9,23.3156
0.901,23.1229
0.902,22.9327
0.903,22.7449
0.904,22.5595
0.905,22.3766
0.906,22.1962
0.907,22.0182
0.908,21.8426
0.909,21.6694
0.91,21.4986
0.911,21.3302
0.912,21.1641
0.913,21.0003
0.914,20.8387
0.915,20.6794
0.916,20.5222
0.917,20.3672
0.918,20.2142
0.919,20.0631
0.92,19.9141
0.921,19.7669
0.922,19.6214
0.923,19.4777
0.924,19.3357
0.925,19.1951
0.926,19.0561
0.927,18.9184
0.928,18.7821
0.929,18.6469
0.93,18.5128
0.931,18.3797
0.932,18.2475
0.933,18.1161
0.934,17.9854
0.935,17.8552
0.936,17.7255
0.937,17.5961
0.938,17.467
0.939,17.3379
0.94,17.2089
0.941,17.0796
0.942,16.9502
0.943,16.8203
0.944,16.6899
0.945,16.5589
0.946,16.4271
0.947,16.2944
0.948,16.1607
0.949,16.0258
0.95,15.8897
0.951,15.7521
0.952,15.613
0.953,15.4722
0.954,15.3297
0.955,15.1852
0.956,15.0386
0.957,14.8899
0.958,14.7389
0.959,14.5854
0.96,14.4294
0.961,14.2708
0.962,14.1093
0.963,13.945
0.964,13.7776
0.965,13.6071
0.966,13.4333
0.967,13.2562
0.968,13.0756
0.969,12.8914
0.97,12.7036
0.971,12.512
0.972,12.3166
0.973,12.1172
0.974,11.9137
0.975,11.7061
0.976,11.4943
0.977,11.2782
0.978,11.0578
0.979,10.8328
0.98,10.6034
0.981,10.3694
0.982,10.1308
0.983,9.88749
0.984,9.63943
0.985,9.38658
0.986,9.12889
0.987,8.86633
0.988,8.59886
0.989,8.32645
0.99,8.04907
0.991,7.76671
0.992,7.47935
0.993,7.18698
0.994,6.88958
0.995,6.58717
0.996,6.27973
0.997,5.96728
0.998,5.64983
0.999,5.3274
1,5
1.001,4.66767
